name,sector,founded,amount_raised,headquarters,founders,country
SMEcorner,Fintech,2014,$50.32 Mn+,Mumbai,"Samir Bhatia, Sneha Shah",India
SUGAR Cosmetics,Ecommerce,2012,$85.00 Mn+,Mumbai,"Kaushik Mukherjee, Vineeta Singh",India
SUN Mobility,Clean Tech,2017,$75.00 Mn+,Bengaluru,"Ajay Goel, Chetan Maini, Uday Khemka",India
Safe Security,Enterprise Tech,2012,$95.00 Mn+,New Delhi,"Rahul Tyagi, Rahul Tyagi, Saket Modi, Vidit Baxi, Vinu Thomas",India
Sale Assist,Enterprise Tech,2020,$300.00K+,Gurugram,Deep Malik,India
Samunnati,Agritech,2014,$271.93 Mn+,Chennai,Anil Kumar,India
SarvaGram,Fintech,2018,$115.98 Mn+,Pune,"Sameer Mishra, Utpal Isser",India
Sarvam AI,AI,2023,$41.00 Mn+,Bengaluru,"Pratyush Kumar, Vivek Raghavan",India
Satin Creditcare Network,Fintech,1990,$135.00 Mn+,Gurugram,H P Singh,India
Satleo Labs,Advanced Hardware & Technology,2023,$3.30 Mn+,Ahmedabad,"Ranendu Ghosh, Shravan Bhati",India
Satya MicroCapital,Fintech,2017,$217.38 Mn+,New Delhi,,India
Scaler Academy,Edtech,2019,$55.00 Mn+,Bengaluru,"Abhimanyu Saxena, Anshuman Singh",India
Scripbox,Fintech,2012,$55.00 Mn+,Bengaluru,"Atul Shinghal, Manish Dimri, Sanjiv Singhal, Varun Girilal",India
Sense,Enterprise Tech,2016,$89.50 Mn+,Bengaluru,"Alex Rosen, Anil Dharni, Pankaj Jindal, Ram Gudavalli",India
Serentica Renewables,Clean Tech,2022,$1.45 Bn+,Gurugram,Pratik Agarwal,India
Servify,Fintech,2015,$130.10 Mn+,Mumbai,Sreevathsa Prabhakar,India
ShadowFax,Logistics,2015,$216.79 Mn+,Bengaluru,"Abhishek Bansal, Vaibhav Khandelwal",India
ShareChat,Media & Entertainment,2015,$1.24 Bn+,Bengaluru,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan",India
Shiplog,Logistics,2020,$768.00K+,Gurugram,"Kamal Sharma, Pratik Dasgupta,Shubhangi Pandey",India
Shiprocket,Logistics,2012,$399.40 Mn+,New Delhi,"Akshay Ghulati, Gautam Kapoor, Saahil Goel, Vishesh Khurana",India
ShopKirana,Enterprise Tech,2014,$50.19 Mn+,Indore,"Deepak Dhanotiya, Sumit Ghorawat, Tanutejas Saraswat",India
ShopX,Ecommerce,2015,$63.22 Mn+,Bengaluru,"Amit Sharma, Apoorva Jois",India
Shopclues,Ecommerce,2011,$241.83 Mn+,Gurugram,"Radhika Aggarwal, Sandeep Aggarwal, Sanjay Sethi",India
Shopo,Ecommerce,2011,$100.00 Mn+,Chennai,"Krithika Nelson, Theyagarajan S",India
Shubham Housing Development Finance Company,Fintech,2011,$346.35 Mn+,Gurugram,"Sanjay Chaturvedi,Rupa Basu",India
Shuttl,Travel Tech,2015,$122.14 Mn+,Gurugram,"Amit Singh, Deepanshu Malviya",India
SigTuple,Health Tech,2015,$49.68 Mn+,Bengaluru,"Apurv Anand, Bharath Cheluvaraju, Rohit Kumar Pandey, Tathagato Dastidar",India
Simpl,Fintech,2015,$40.00 Mn+,Bengaluru,"Chaitra Chidanand, Nityanand Sharma",India
Simple Energy,Clean Tech,2019,$61.00 Mn+,Bengaluru,"Hrishikesh Bhargava, Kiran Poojary, Sheetal Shetty, Shreshth Mishra, Suhas Rajkumar",India
Simplilearn,Edtech,2009,$78.00 Mn+,Bengaluru,"Krishna Kumar,Kashyap Dalal,Archana Krishna",India
Skyroot,Advanced Hardware & Technology,2018,$95.09 Mn+,Hyderabad,"Naga Bharath Daka, Pawan Kumar Chandana",India
Slice,Fintech,2016,$380.87 Mn+,Bengaluru,"Deepak Malhotra, Rajan Bajaj",India
Smallcase,Fintech,2015,$112.00 Mn+,Bengaluru,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath",India
Smartron,Clean Tech,2014,$200.00 Mn+,Hyderabad,"Mahesh Lingareddy, Narsi Reddy Posham, Rohit Rathi",India
Smartworks,Real Estate Tech,2016,$45.10 Mn+,Gurugram,"Harsh Binani, Neetish Sarda",India
Snapdeal,Ecommerce,2010,$1.78 Bn+,Gurugram,"Kunal Bahl, Rohit Bansal",India
Snapmint,Fintech,2015,$47.90 Mn+,Navi Mumbai,"Anil Gelra, Nalin Agrawal, Rahul Agarwal",India
SolarSquare,Clean Tech,2015,$60.25 Mn+,Mumbai,"Shreya Mishra,Neeraj Jain,Nikhil Nahar",India
Solv,Ecommerce,2019,$134.57 Mn+,Bengaluru,Nitin Mittal,India
Soothe Healthcare,Ecommerce,2012,$54.24 Mn+,New Delhi,Sahil Dharia,India
SpiceJet Limited,Travel Tech,2005,$547.28 Mn+,Gurugram,"Ajay Singh, Bhupendra S. Kansagra",India
Spinny,Ecommerce,2015,$533.20 Mn+,Gurugram,"Ganesh Pawar, Mohit Gupta, Niraj Singh, Ramanshu Mahaur",India
Spyne,Enterprise Tech,2018,$24.20 Mn+,Gurugram,"Deepti Prasad, Sanjay Kumar",India
Square Yards,Real Estate Tech,2014,$78.82 Mn+,Gurugram,"Kanika Gupta, Tanuj Shori",India
StanPlus,Consumer Services,2016,$42.70 Mn+,Hyderabad,"Antoine Poirson, Jose Leon, Prabhdeep Singh",India
Stance Health,Health Tech,2024,$1.00 Mn+,Bengaluru,"Rohit Arora,Ninad Karandikar",India
Stanza Living,Real Estate Tech,2017,$228.32 Mn+,New Delhi,"Anindya Dutta, Sandeep Dalmia",India
Startup Investments Holding,Fintech,2015,$65.49 Mn+,New Delhi,"Sanjeev Bikhchandani, Chintan Arvind Thakkar, Hitesh Oberoi, Mohit Kumar, Chintan Arvind Thakkar, Amit Sharma",India
Stashfin,Fintech,2016,$445.00 Mn+,New Delhi,Tushar Aggarwal,India
Stellapps,Agritech,2011,$58.00 Mn+,Bengaluru,"Jinesh Shah, Praveen Nale, Ramakrishna Adukuri, Ranjith Mukundan, Ravishankar Shiroor, Venkatesh Seshasayee",India
StockGro,Fintech,2020,$72.90 Mn+,Bengaluru,"Ajay Lakhotia, Vijay Lakhotia",India
Sula Vineyards,Ecommerce,2003,$96.98 Mn+,Nashik,Rajeev Samant,India
Sulekha.com,Consumer Services,2007,$44.60 Mn+,Chennai,Satya Prabhakar,India
Sunstone,Edtech,2014,$67.86 Mn+,Gurugram,"Ashish Munjal, Piyush Nangru",India
SuryodayBank,Fintech,2008,$107.76 Mn+,Navi Mumbai,Baskar Babu,India
Svatantra,Fintech,2012,$247.78 Mn+,Mumbai,Ananya Birla,India
Swiggy,Foodtech,2014,$3.58 Bn+,Bengaluru,"Nandan Reddy, Rahul Jaimini, Sriharsha Majety",India
Swish Club,Enterprise Tech,2023,$5.77 Mn+,Bengaluru,"Dushyant Sapre, Jai Anand, Suraj Kumar",India
Table Space,Real Estate Tech,2017,$300.00 Mn+,Bengaluru,Amit Banerji,India
TakeMe2Space,Advanced Hardware & Technology,2023,$631.10K+,Hyderabad,Ronak Kumar Samantray,India
TaxiForSure,Travel Tech,2011,$44.00 Mn+,Bengaluru,"Aprameya Radhakrishna, Raghunandan G",India
Teachmint,Enterprise Tech,2020,$118.00 Mn+,Bengaluru,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain",India
That Sassy Thing,Ecommerce,2021,$702.68K+,New Delhi,"Sachee Malhotra,Himanshu Bhalla",India
The Bear House,Ecommerce,2017,$350.05K+,Bengaluru,"Tanvi Somaiya, Alka Jayesh Somaiya, Harsh Somaiya",India
The Sleep Company,Ecommerce,2019,$45.18 Mn+,Mumbai,"Harshil Salot, Priyank Goyal",India
Third Wave Coffee,Ecommerce,2016,$62.00 Mn+,Bengaluru,"Anirudh Sharma, Ayush Bathwal, Sushant Goel",India
Tonbo Imaging,Enterprise Tech,2012,$25.50 Mn+,Bengaluru,"Ankit Kumar, Arvind Lakshmikumar, Cecilia DâÃÃ´Souza, Sudeep George",India
Toothsi,Health Tech,2018,$86.99 Mn+,Mumbai,"Anirudha Kale, Arpi Mehta, Manjul Jain, Pravin Shetty",India
Toppr,Media & Entertainment,2013,$114.75 Mn+,Mumbai,"Hemanth Goteti, Zishaan Hayath",India
TravelTriangle,Travel Tech,2011,$47.70 Mn+,Gurugram,"Prabhat Gupta, Sanchit Garg, Sankalp Agarwal",India
Treebo Hotels,Travel Tech,2015,$85.04 Mn+,Bengaluru,"Kadam Jeet Jain, Rahul Chaudhary, Sidharth Gupta",India
Trell,Ecommerce,2016,$63.64 Mn+,Bengaluru,"Arun Lodhi, Bimal Kartheek Rebba, Prashant Sachan, Pulkit Agrawal",India
Triotech,Fintech,2009,$83.00 Mn+,Gurugram,"Munish Dhingra, Rajesh Kaul",India
Troovy,Ecommerce,2021,$2.90 Mn+,Gurugram,"Aditya Mukherjee, Mansi Baranwal",India
True Balance,Fintech,2014,$169.04 Mn+,Gurugram,"Cheolwon Lee, Jay Yi, Martin Lee",India
Turtlemint,Fintech,2015,$197.00 Mn+,Thane,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah",India
Tvaster Genkalp,Health Tech,2021,$1.25 Mn+,Chennai,"Dr. Srikar Raman,K. Sreedurgalakshmi",India
Twenty Two Motors,Clean Tech,2016,$66.60 Mn+,Gurugram,"Parveen Kharb, Vijay Chandrawat",India
U Gro Capital,Fintech,1993,$480.19 Mn+,Mumbai,SHACHINDRA NATH,India
Udaan,Ecommerce,2016,$2.06 Bn+,Bengaluru,"Amod Malviya, Sujeet Kumar, Vaibhav Gupta",India
Ujjivan Small Finance Bank,Fintech,2017,$120.97 Mn+,Bengaluru,Samit Ghosh,India
Ultrahuman,Health Tech,2020,$52.50 Mn+,Bengaluru,"Mohit Kumar, Vatsal singhal",India
Ultraviolette Automotive,Clean Tech,2016,$69.90 Mn+,Bengaluru,"Narayan Subramaniam, Niraj Rajmohan",India
Ummeed Housing Finance,Fintech,2016,$242.64 Mn+,Gurugram,Ashutosh Sharma,India
Unacademy,Edtech,2015,$838.50 Mn+,Bengaluru,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta",India
Uni Cards,Fintech,2020,$94.80 Mn+,Bengaluru,"Laximikant Vyas, Nitin Gupta, Prateek Jindal",India
Uni Seoul,Ecommerce,2023,$585.70K+,Pune,"Gaurav Karmani,Mohit Khurana",India
Uniphore,Enterprise Tech,2008,$652.92 Mn+,Chennai,"Ravi Saraogi, Umesh Sachdev",India
UpScalio,Ecommerce,2021,$57.50 Mn+,Gurugram,"Gautam Kshatriya, Nitin Agarwal, Saaim Khan",India
Upstox,Fintech,2009,$60.25 Mn+,Mumbai,"Kavitha Subramanian, Raghu Kumar, Ravi Kumar, Shrinivas Viswanath",India
Urban Company,Consumer Services,2014,$453.52 Mn+,Gurugram,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan",India
Urban Ladder,Ecommerce,2012,$115.90 Mn+,Bengaluru,"Ashish Goel, Rajiv Srivatsa",India
Utkarsh Small Finance Bank,Fintech,2016,$79.60 Mn+,Varanasi,Govind Singh,India
Vahdam Teas,Ecommerce,2015,$38.71 Mn+,New Delhi,Bala Sarda,India
Varthana,Fintech,2013,$150.93 Mn+,Bengaluru,"Brajesh Mishra, Steve Hardgrave",India
Vastu Housing Finance,Fintech,2015,$779.96 Mn+,Mumbai,Sandeep Menon,India
Vaya,Consumer Services,2025,$1.50 Mn+,New Delhi,"Maahin Puri,Nitesh Kumar Niranjan",India
Vayana Network,Fintech,2016,$98.08 Mn+,Bengaluru,"H Srikrishnan, Ramaswamy Iyer",India
Vayudh,Advanced Hardware & Technology,2016,$10.00 Mn+,New Delhi,"Tanmay Bunkar,Anuj Barnwal,Sarita Ahlawat",India
VeGrow,Agritech,2020,$86.50 Mn+,Bengaluru,"Kiran Naik, Mrudhukar Batchu, Praneeth Kumar, Shobhit Jain",India
Vedantu,Edtech,2011,$321.62 Mn+,Bengaluru,"Anand Prakash, Pulkit Jain, Saurabh Saxena, Vamsi Krishna",India
Veranda Learning,Edtech,2018,$50.96 Mn+,Chennai,Suresh Kalpathi,India
Veritas Finance,Fintech,2015,$341.79 Mn+,Chennai,Arulmany Duraisamy,India
Vimano,Clean Tech,2019,$2.90 Mn+,Bengaluru,"Murari Ramkumar,Nagesh Kini",India
Vini Cosmetics,Ecommerce,2009,$173.64 Mn+,Ahmedabad,Darshan Patel,India
Virgio,Ecommerce,2022,$44.18 Mn+,Bengaluru,Amar Nagaram,India
Visit Health,Enterprise Tech,2016,$37.50 Mn+,Noida,"Anurag Prasad, Chetan Anand, Shashvat Tripathi, Vaibhav Singh",India
Vistaar Finance,Fintech,2010,$81.96 Mn+,Bengaluru,"Brahmanand Hegde,Ramakrishna Nishthala",India
Vividobots,Advanced Hardware & Technology,2021,$173.81K+,Chennai,"Balasubramaniyan M S, Dhinesh Babu, Kesavaraj S, Velmurugan B",India
Vivifi India,Fintech,2016,$75.00 Mn+,Hyderabad,"Anil K Pinapala, Srinath Kompella",India
Vivriti Capital,Fintech,2017,$192.70 Mn+,Chennai,"Aniket Deshpande, Gaurav Kumar, Irfan Mohammed, Soumendra Ghosh, Vineet Sukumar",India
Vogo,Travel Tech,2016,$191.03 Mn+,Bengaluru,"Anand Ayyadurai, Balakrishnan Padmanabhan, Sanchit Mittal",India
Voonik,Ecommerce,2013,$34.50 Mn+,Bengaluru,"Navaneetha Krishnan, Sujayath Ali",India
Vridhi Home Finance,Fintech,2022,$54.92 Mn+,Bengaluru,"Sunil Mehta,Sunil Mehta,Sunil Mehta,Sunil Mehta",India
WOW Skin Science,Ecommerce,2014,$98.00 Mn+,Bengaluru,"Karan Chowdhary, Manish Chowdhary",India
Wakefit,Ecommerce,2014,$148.04 Mn+,Bengaluru,"Ankit Garg, Chaitanya Ramalingegowda",India
Walmart India,Ecommerce,2009,$37.68 Mn+,Gurugram,Krish Iyer,India
WayCool,Agritech,2015,$280.86 Mn+,Chennai,"Karthik Jayaraman, Sanjay Dasari",India
WeRize,Fintech,2019,$25.77 Mn+,Bengaluru,"Himanshu gupta, Vishal Chopra",India
WeWork India,Real Estate Tech,2017,$222.41 Mn+,Bengaluru,Karan Virwani,India
Webscale,Enterprise Tech,2013,$52.00 Mn+,Bengaluru,"Jay Smith, Robert Shires, Vladimir Shestak",India
Wendor,Foodtech,2017,$2.50 Mn+,Gurugram,"Ayush Pahwa, Chaitanya Marwaha, Harsh Gautam, Lakshit Anand",India
Whatfix,Enterprise Tech,2013,$264.70 Mn+,Bengaluru,"Khadim Batti, Varakumar Namburu",India
WinZO,Media & Entertainment,2018,$110.50 Mn+,New Delhi,"Paavan Nanda, Saumya Singh Rathore",India
Wingreens Farms,Ecommerce,2011,$53.87 Mn+,Gurugram,"Anju Srivastava,Arjun Srivastava",India
Wiz Freight,Logistics,2019,$53.63 Mn+,Chennai,"Ramkumar Govindarajan, Ramkumar Ramachandran",India
Wooden Street,Ecommerce,2015,$77.15 Mn+,Jaipur,"Dinesh Pratap, Lokendra Ranawat, Vikas Baheti, Virendra Ranawat",India
Wow! Momo,Foodtech,2008,$135.66 Mn+,Kolkata,"Binod Kumar Homagai, Sagar Daryani, Shah Miftaur Rahman",India
Wrogn,Ecommerce,2012,$66.27 Mn+,Bengaluru,"Anjana Reddy,Vikram Reddy",India
Xpressbees,Logistics,2015,$630.37 Mn+,Pune,Amitava Saha,India
Yalo,Enterprise Tech,2015,$93.00 Mn+,Mumbai,"Javier Mata, Renato Barrios",India
Yatra,Travel Tech,2006,$151.56 Mn+,Gurugram,"Dhruv Shringi, Manish Amin, Sabina Chopra",India
Yepme,Ecommerce,2008,$76.00 Mn+,Gurugram,"Anand Jadhav, Sandeep Sharma, Vivek Gaur",India
Yubi,Fintech,2020,$227.00 Mn+,Chennai,Gaurav Kumar,India
Yulu,Travel Tech,2017,$129.15 Mn+,Bengaluru,"Amit Gupta, Anuj Tewari, Hemant Gupta, Naveen Dachuri, RK Misra",India
Zaggle,Fintech,2011,$45.44 Mn+,Hyderabad,Raj P Narayanam,India
Zealopia Technologies,Health Tech,2023,,Jalgoan,Ajinkya Bhasme,India
Zebu,Advanced Hardware & Technology,2021,$1.00 Mn+,Hyderabad,Santosh Balajee Banisetty,India
Zenoti,Enterprise Tech,2010,$331.00 Mn+,Hyderabad,"Dheeraj Koneru,Sudheer Koneru",India
Zenwork,Fintech,2011,$163.00 Mn+,Hyderabad,"REKHA SINGH, SANJEEV SINGH",India
Zeotap,Enterprise Tech,2014,$92.20 Mn+,Bengaluru,"Daniel Heer, Oliver Kanders, Projjol Banerjea, Stephan Schwebe",India
Zepto,Consumer Services,2021,$1.95 Bn+,Bengaluru,"Aadit Palicha, Kaivalya V.",India
ZestMoney,Fintech,2015,$120.10 Mn+,Bengaluru,"Ashish Anantharaman, Lizzie Chapman, Priya Sharma",India
Zeta,Fintech,2015,$390.00 Mn+,Bengaluru,"Bhavin Turakhia, Ramki Gaddipati",India
Zetwerk,Enterprise Tech,2018,$863.82 Mn+,Bengaluru,"Amrit Acharya, Rahul Sharma, Srinath Ramakkrushnan, Vishal Chaudhary",India
Zinier,Enterprise Tech,2017,$120.00 Mn+,Bengaluru,"Andrew Wolf, Arka Dhar",India
ZipGo,Travel Tech,2015,$58.03 Mn+,Gurugram,"Gaurav Agarwal, Jitender Sharma, Neeraj Paliwal, Pritesh Gupta",India
Zivame,Ecommerce,2011,$58.60 Mn+,Bengaluru,"Kapil Karekar, Richa Kar",India
Zo Rooms,Travel Tech,2014,$45.00 Mn+,New Delhi,"Abhishek Bhutra, Akhil Malik, Chetan Chauhan, Dharamveer Chauhan, Paavan Nanda, Siddharth Janghu, Tarun Tiwari",India
ZoloStays,Real Estate Tech,2015,$98.00 Mn+,Bengaluru,"Akhil Sikri, Isha Choudhry, Nikhil Sikri, Sneha Choudhry",India
Zolve,Fintech,2020,$155.00 Mn+,Bengaluru,Raghunandan G,India
Zomato,Foodtech,2008,$4.59 Bn+,Gurugram,"Deepinder Goyal, Pankaj Chaddah,Gaurav Gupta,Gunjan Patidar",India
ZoomCar,Travel Tech,2012,$256.47 Mn+,Bengaluru,"David Back, Greg Moran",India
ZoomIn,Ecommerce,2007,$94.60 Mn+,Mumbai,"Arun Benty, Ketan Sanghvi, Phiroze Havaldar, Rohit Regonayak, Sunny Rao",India
Zopper,Fintech,2011,$125.00 Mn+,Noida,"Mayank Gupta, Neeraj Jain, Surjendu Kuila",India
Zupee,Media & Entertainment,2018,$121.00 Mn+,Gurugram,"Dilsher Singh, Siddhant Saurabh",India
Zuppa,Advanced Hardware & Technology,2012,$153.76K+,Chennai,"Sai Pattabiram, Venkatesh Sai",India
Zypp Electric,Logistics,2017,$55.50 Mn+,Gurugram,"Akash Gupta, Rashi Agarwal, Tushar Mehta",India
apna,Consumer Services,2019,$193.45 Mn+,Bengaluru,Nirmit Parikh,India
axiTrust,Fintech,2024,$2.57 Mn+,Mumbai,"Aditya Tulsian,Mukund Daga,Rajeev Chari",India
boAt,Ecommerce,2016,$176.23 Mn+,Gurugram,"Aman Gupta, Sameer Mehta",India
cult.fit,Health Tech,2016,$760.65 Mn+,Bengaluru,"Ankit Nagori, Mukesh Bansal",India
girnarsoft,Enterprise Tech,2007,$158.65 Mn+,Jaipur,"Amit Jain, Anurag Jain",India
iBus,Enterprise Tech,2010,$71.92 Mn+,Bengaluru,"Ram Sellaratnam, Sunil Menon, Subash Vasudevan",India
iD Fresh Food,Ecommerce,2006,$99.20 Mn+,Bengaluru,"Abdul Nazer, Jafar TK, Noushad TA, PC Musthafa, Shamsudeen TK",India
iHub Robotics,Advanced Hardware & Technology,2022,$520.00K+,Kochi,"Athil Krishna, Sarath S",India
iNurture,Enterprise Tech,2005,$42.96 Mn+,Bengaluru,"Ashwin Ajila, R Lakshminarayanan",India
ideaForge,,2007,$40.37 Mn+,Mumbai,"Ankit Mehta, Ashish Bhat, Rahul Singh, Vipul Joshi",India
ixigo,Travel Tech,2006,$96.50 Mn+,Gurugram,"Aloke Bajpai, Dharmendra Yashovardhan, Rajnish Kumar",India
mFine,Health Tech,2017,$96.79 Mn+,Bengaluru,"Ajit Narayanan, Arjun Choudhary, Ashutosh Lawania, Prasad Kompalli",India
upGrad,Edtech,2015,$766.91 Mn+,Mumbai,"Mayank Kumar, Phalgun Kompalli, Ravijot Chugh, Ronnie Screwvala",India
